,Historical Price,Validation (Actual),LSTM Predictions
2000-07-24,0.237865508307582,,
2000-07-25,0.234541122890271,,
2000-07-26,0.21707854661773,,
2000-07-27,0.201564748003613,,
2000-07-28,0.206341163833083,,
2000-07-31,0.229267959814537,,
2000-08-01,0.224720811944882,,
2000-08-02,0.229267959814537,,
2000-08-03,0.23931753871974,,
2000-08-04,0.243597207302945,,
2000-08-07,0.262702870620823,,
2000-08-08,0.25697117162546,,
2000-08-09,0.249328906298308,,
2000-08-10,0.25219475579599,,
2000-08-11,0.246233788840812,,
2000-08-14,0.248602891092229,,
2000-08-15,0.272064645646583,,
2000-08-16,0.278942684441019,,
2000-08-17,0.284215847516754,,
2000-08-18,0.294227215095322,,
2000-08-21,0.298774362964977,,
2000-08-22,0.270574403907789,,
2000-08-23,0.286355681808356,,
2000-08-24,0.293997947135507,,
2000-08-25,0.286584949768171,,
2000-08-28,0.298048347758897,,
2000-08-29,0.297322332552818,,
2000-08-30,0.299958914090685,,
2000-08-31,0.303321510834632,,
2000-09-01,0.303780046754261,,
2000-09-05,0.304276794000526,,
2000-09-06,0.28326056435086,,
2000-09-07,0.298545095005162,,
2000-09-08,0.280853250772807,,
2000-09-11,0.26938985278208,,
2000-09-12,0.267708554410107,,
2000-09-13,0.2675939204302,,
2000-09-14,0.265110184198876,,
2000-09-15,0.270880094520875,,
2000-09-18,0.255060605293672,,
2000-09-19,0.262932138580638,,
2000-09-20,0.254334590087593,,
2000-09-21,0.265263029505419,,
2000-09-22,0.269886600028345,,
2000-09-25,0.289221531306038,,
2000-09-26,0.29613778142711,,
2000-09-27,0.312377595247306,,
2000-09-28,0.321930426906245,,
2000-09-29,0.312874342493571,,
2000-10-02,0.305461345126234,,
2000-10-03,0.288992263346223,,
2000-10-04,0.285629666602277,,
2000-10-05,0.278942684441019,,
2000-10-06,0.261518319495115,,
2000-10-09,0.267250018490478,,
2000-10-10,0.246959804046892,,
2000-10-11,0.249099638338494,,
2000-10-12,0.23931753871974,,
2000-10-13,0.248870370378679,,
2000-10-16,0.243138671383316,,
2000-10-17,0.225446827150961,,
2000-10-18,0.2218549624472,,
2000-10-19,0.243367939343131,,
2000-10-20,0.26606546736477,,
2000-10-23,0.260066289082956,,
2000-10-24,0.251736219876361,,
2000-10-25,0.229764707060801,,
2000-10-26,0.239546806679555,,
2000-10-27,0.234044375644006,,
2000-10-30,0.217575293863995,,
2000-10-31,0.237445183714588,,
2000-11-01,0.237406972387953,,
2000-11-02,0.255557352539937,,
2000-11-03,0.272255702279762,,
2000-11-06,0.293271931929428,,
2000-11-07,0.273440253405471,,
2000-11-08,0.26533945215869,,
2000-11-09,0.237636240347767,,
2000-11-10,0.224720811944882,,
2000-11-13,0.225676095110775,,
2000-11-14,0.267020750530664,,
2000-11-15,0.263467097153538,,
2000-11-16,0.246959804046892,,
2000-11-17,0.242183388217422,,
2000-11-20,0.223536260819173,,
2000-11-21,0.219256592235968,,
2000-11-22,0.207793194245242,,
2000-11-24,0.219715128155598,,
2000-11-27,0.212302130788261,,
2000-11-28,0.196482641561058,,
2000-11-29,0.184369651017523,,
2000-11-30,0.154755872874812,,
2000-12-01,0.170040403529115,,
2000-12-04,0.172676985066982,,
2000-12-05,0.183911115097894,,
2000-12-06,0.157621722372494,,
2000-12-07,0.154755872874812,,
2000-12-08,0.190101350012887,,
2000-12-11,0.190101350012887,,
2000-12-12,0.184866398263788,,
2000-12-13,0.170537150775379,,
2000-12-14,0.158806273498202,,
2000-12-15,0.143063206924271,,
2000-12-18,0.147763200100469,,
2000-12-19,0.136605492722828,,
2000-12-20,0.12181770931479,,
2000-12-21,0.106533178660488,,
2000-12-22,0.133968911184961,,
2000-12-26,0.128504691476048,,
2000-12-27,0.137102239969093,,
2000-12-28,0.137790043848536,,
2000-12-29,0.125218517385373,,
2001-01-02,0.114404711947454,,
2001-01-03,0.149520921125714,,
2001-01-04,0.166716018111804,,
2001-01-05,0.141725810492019,,
2001-01-08,0.155252620121077,,
2001-01-09,0.158347737578573,,
2001-01-10,0.169314388323035,,
2001-01-11,0.183414367851629,,
2001-01-12,0.179593235188054,,
2001-01-16,0.16549325565946,,
2001-01-17,0.171492433941273,,
2001-01-18,0.204354174848024,,
2001-01-19,0.198928166465746,,
2001-01-22,0.19105663317878,,
2001-01-23,0.210085873843387,,
2001-01-24,0.209207013330765,,
2001-01-25,0.188190783681099,,
2001-01-26,0.194151750636277,,
2001-01-29,0.195107033802171,,
2001-01-30,0.199424913712011,,
2001-01-31,0.197285079420409,,
2001-02-01,0.198278573912938,,
2001-02-02,0.179134699268425,,
2001-02-05,0.178867219981974,,
2001-02-06,0.179822503147868,,
2001-02-07,0.171492433941273,,
2001-02-08,0.170537150775379,,
2001-02-09,0.169314388323035,,
2001-02-12,0.164805451780016,,
2001-02-13,0.1698111355693,,
2001-02-14,0.182229816725921,,
2001-02-15,0.215664727532207,,
2001-02-16,0.227357393482749,,
2001-02-20,0.20465986546111,,
2001-02-21,0.213983429160234,,
2001-02-22,0.223077724899544,,
2001-02-23,0.207640348938699,,
2001-02-26,0.203016778415772,,
2001-02-27,0.190827365218966,,
2001-02-28,0.170766418735194,,
2001-03-01,0.184255017037616,,
2001-03-02,0.166524961478625,,
2001-03-05,0.168129837197327,,
2001-03-06,0.184369651017523,,
2001-03-07,0.199195645752197,,
2001-03-08,0.205882627913454,,
2001-03-09,0.191285901138595,,
2001-03-12,0.184369651017523,,
2001-03-13,0.206341163833083,,
2001-03-14,0.218033829783624,,
2001-03-15,0.228809423894907,,
2001-03-16,0.227854140729014,,
2001-03-19,0.240960625765078,,
2001-03-20,0.218530577029889,,
2001-03-21,0.234770390850085,,
2001-03-22,0.258423202037618,,
2001-03-23,0.256015888459566,,
2001-03-26,0.269886600028345,,
2001-03-27,0.260066289082956,,
2001-03-28,0.260257345716135,,
2001-03-29,0.264154901032982,,
2001-03-30,0.248067932519329,,
2001-04-02,0.237636240347767,,
2001-04-03,0.245507773634733,,
2001-04-04,0.220211875401862,,
2001-04-05,0.240502089845449,,
2001-04-06,0.239546806679555,,
2001-04-09,0.227892352055649,,
2001-04-10,0.24940532895158,,
2001-04-11,0.264460591646068,,
2001-04-12,0.268434569616187,,
2001-04-16,0.261900432761472,,
2001-04-17,0.274739438511086,,
2001-04-18,0.295220709587852,,
2001-04-19,0.320593030473994,,
2001-04-20,0.332285696424535,,
2001-04-23,0.314746697498723,,
2001-04-24,0.292469494070077,,
2001-04-25,0.305919881045863,,
2001-04-26,0.281808533938701,,
2001-04-27,0.301869480422473,,
2001-04-30,0.318300350875848,,
2001-05-01,0.348028762998466,,
2001-05-02,0.340042595731593,,
2001-05-03,0.338552353992799,,
2001-05-04,0.343214135842361,,
2001-05-07,0.358613300476571,,
2001-05-08,0.332667809690892,,
2001-05-09,0.317077588423504,,
2001-05-10,0.306416628292128,,
2001-05-11,0.298583306331798,,
2001-05-14,0.301143465216394,,
2001-05-15,0.311957270654313,,
2001-05-16,0.326668631409079,,
2001-05-17,0.332438541731078,,
2001-05-18,0.329763748866575,,
2001-05-21,0.34466616625452,,
2001-05-22,0.354983224446174,,
2001-05-23,0.351964529641949,,
2001-05-24,0.357161270064412,,
2001-05-25,0.350397865249883,,
2001-05-29,0.336030406434839,,
2001-05-30,0.329763748866575,,
2001-05-31,0.327127167328708,,
2001-06-01,0.345239336154056,,
2001-06-04,0.33988975042505,,
2001-06-05,0.357734439963949,,
2001-06-06,0.359262893029379,,
2001-06-07,0.379553107472965,,
2001-06-08,0.36969458520094,,
2001-06-11,0.358880779763021,,
2001-06-12,0.370840925000013,,
2001-06-13,0.358384032516756,,
2001-06-14,0.357619805984041,,
2001-06-15,0.363198659672862,,
2001-06-18,0.348831200857817,,
2001-06-19,0.329763748866575,,
2001-06-20,0.343940151048441,,
2001-06-21,0.350436076576519,,
2001-06-22,0.348869412184453,,
2001-06-25,0.348181608305009,,
2001-06-26,0.358231187210213,,
2001-06-27,0.347149902485844,,
2001-06-28,0.35123851443587,,
2001-06-29,0.354410054546638,,
2001-07-02,0.338666987972706,,
2001-07-03,0.343023079209182,,
2001-07-05,0.318147505569305,,
2001-07-06,0.308365405950552,,
2001-07-09,0.298277615718712,,
2001-07-10,0.3007231406234,,
2001-07-11,0.300149970723864,,
2001-07-12,0.315893037297796,,
2001-07-13,0.309358900443081,,
2001-07-16,0.284483326803204,,
2001-07-17,0.300379238683679,,
2001-07-18,0.289985757838753,,
2001-07-19,0.294647539688315,,
2001-07-20,0.286164625175177,,
2001-07-23,0.259072794590426,,
2001-07-24,0.276611793516238,,
2001-07-25,0.273937000651735,,
2001-07-26,0.301869480422473,,
2001-07-27,0.309511745749624,,
2001-07-30,0.302136959708923,,
2001-07-31,0.309129632483267,,
2001-08-01,0.32800602784133,,
2001-08-02,0.335801138475024,,
2001-08-03,0.333584881530151,,
2001-08-06,0.343252347168997,,
2001-08-07,0.338170240726441,,
2001-08-08,0.329572692233396,,
2001-08-09,0.323802781911397,,
2001-08-10,0.32342066864504,,
2001-08-13,0.336985689600733,,
2001-08-14,0.328044239167966,,
2001-08-15,0.328426352434324,,
2001-08-16,0.342258852676467,,
2001-08-17,0.320096283227729,,
2001-08-20,0.317880026282855,,
2001-08-21,0.311193044121598,,
2001-08-22,0.323993838544576,,
2001-08-23,0.316810109137054,,
2001-08-24,0.325866193549728,,
2001-08-27,0.337138534907276,,
2001-08-28,0.332744232344164,,
2001-08-29,0.322045060886152,,
2001-08-30,0.321013355066987,,
2001-08-31,0.32368814793149,,
2001-09-04,0.301181676543029,,
2001-09-05,0.307601179417836,,
2001-09-06,0.295029652954673,,
2001-09-07,0.298124770412169,,
2001-09-10,0.289489010592488,,
2001-09-17,0.25976059846987,,
2001-09-18,0.24409395454921,,
2001-09-19,0.241113471071621,,
2001-09-20,0.220708622648127,,
2001-09-21,0.206111895873268,,
2001-09-24,0.229267959814537,,
2001-09-25,0.22032650938177,,
2001-09-26,0.212378553441532,,
2001-09-27,0.200609464837719,,
2001-09-28,0.209933028536844,,
2001-10-01,0.192126550324582,,
2001-10-02,0.182497296012371,,
2001-10-03,0.218415943049982,,
2001-10-04,0.246768747413713,,
2001-10-05,0.251430529263275,,
2001-10-08,0.257085805605367,,
2001-10-09,0.245928098227726,,
2001-10-10,0.261747587454929,,
2001-10-11,0.29010039181866,,
2001-10-12,0.308976787176724,,
2001-10-15,0.307601179417836,,
2001-10-16,0.338552353992799,,
2001-10-17,0.318682464142206,,
2001-10-18,0.332132851117992,,
2001-10-19,0.338934467259156,,
2001-10-22,0.347035268505937,,
2001-10-23,0.340921456244216,,
2001-10-24,0.355976718938704,,
2001-10-25,0.376840103281827,,
2001-10-26,0.349939329330254,,
2001-10-29,0.321510102313252,,
2001-10-30,0.320975143740351,,
2001-10-31,0.327547491921701,,
2001-11-01,0.355518183019075,,
2001-11-02,0.360485655481723,,
2001-11-05,0.361784840587339,,
2001-11-06,0.38662220290058,,
2001-11-07,0.386927893513666,,
2001-11-08,0.380202700025773,,
2001-11-09,0.406568515404445,,
2001-11-12,0.417496954822271,,
2001-11-13,0.414057935425053,,
2001-11-14,0.402518114781055,,
2001-11-15,0.404657949072657,,
2001-11-16,0.401142507022167,,
2001-11-19,0.392353901895944,,
2001-11-20,0.381349039824846,,
2001-11-21,0.376457990015469,,
2001-11-23,0.381731153091203,,
2001-11-26,0.409014040309133,,
2001-11-27,0.413370131545609,,
2001-11-28,0.392506747202487,,
2001-11-29,0.409701844188577,,
2001-11-30,0.417573377475543,,
2001-12-03,0.411230297254007,,
2001-12-04,0.444321306120572,,
2001-12-05,0.480163530504911,,
2001-12-06,0.472597687831031,,
2001-12-07,0.458153806362716,,
2001-12-10,0.462739165559006,,
2001-12-11,0.479322881318924,,
2001-12-12,0.494225298706869,,
2001-12-13,0.480010685198368,,
2001-12-14,0.501638296074206,,
2001-12-17,0.519674042246283,,
2001-12-18,0.506300077923768,,
2001-12-19,0.492467577681624,,
2001-12-20,0.47305622375066,,
2001-12-21,0.493537494827426,,
2001-12-24,0.505841542004139,,
2001-12-26,0.518222011834124,,
2001-12-27,0.530220368397751,,
2001-12-28,0.517457785301409,,
2001-12-31,0.511267550386416,,
2002-01-02,0.514324456517277,,
2002-01-03,0.548026846610014,,
2002-01-04,0.532054512076268,,
2002-01-07,0.517763475914495,,
2002-01-08,0.523877288176216,,
2002-01-09,0.516693558768694,,
2002-01-10,0.504313088938709,,
2002-01-11,0.481997674183427,,
2002-01-14,0.456701775950557,,
2002-01-15,0.499345616476061,,
2002-01-16,0.479857839891825,,
2002-01-17,0.496670823611558,,
2002-01-18,0.487576527872248,,
2002-01-22,0.475348903348806,,
2002-01-23,0.484290353781573,,
2002-01-24,0.501638296074206,,
2002-01-25,0.50033911096859,,
2002-01-28,0.519597619593011,,
2002-01-29,0.494148876053598,,
2002-01-30,0.500109843008776,,
2002-01-31,0.502402522606921,,
2002-02-01,0.490098475430208,,
2002-02-04,0.467018834142211,,
2002-02-05,0.46243347494592,,
2002-02-06,0.473973295589919,,
2002-02-07,0.458612342282345,,
2002-02-08,0.441111554683168,,
2002-02-11,0.465490381076781,,
2002-02-12,0.475348903348806,,
2002-02-13,0.469235091087085,,
2002-02-14,0.47504321273572,,
2002-02-15,0.438283916512122,,
2002-02-19,0.409243308268948,,
2002-02-20,0.430641651184971,,
2002-02-21,0.401218929675439,,
2002-02-22,0.381501885131389,,
2002-02-25,0.41138314256055,,
2002-02-26,0.420324592993317,,
2002-02-27,0.406186402138087,,
2002-02-28,0.389831954337984,,
2002-03-01,0.427508322400839,,
2002-03-04,0.451352190221551,,
2002-03-05,0.450205850422478,,
2002-03-06,0.436067659567249,,
2002-03-07,0.432552217516759,,
2002-03-08,0.445467645919644,,
2002-03-11,0.440270905497182,,
2002-03-12,0.417191264209185,,
2002-03-13,0.409625421535305,,
2002-03-14,0.386927893513666,,
2002-03-15,0.40328234131377,,
2002-03-18,0.40328234131377,,
2002-03-19,0.39472300414736,,
2002-03-20,0.355518183019075,,
2002-03-21,0.374394578377138,,
2002-03-22,0.371184826939735,,
2002-03-25,0.352002740968585,,
2002-03-26,0.359186470376107,,
2002-03-27,0.34772307238538,,
2002-03-28,0.339010889912428,,
2002-04-01,0.333432036223608,,
2002-04-02,0.324719853750655,,
2002-04-03,0.330833666012376,,
2002-04-04,0.329228790293674,,
2002-04-05,0.321739370273066,,
2002-04-08,0.332514964384349,,
2002-04-09,0.311498734734684,,
2002-04-10,0.294303637748593,,
2002-04-11,0.281388209345708,,
2002-04-12,0.280318292199907,,
2002-04-15,0.29162884488409,,
2002-04-16,0.304315005327161,,
2002-04-17,0.307906870030923,,
2002-04-18,0.302786552261731,,
2002-04-19,0.282152435878423,,
2002-04-22,0.28352804363731,,
2002-04-23,0.272064645646583,,
2002-04-24,0.248220777825872,,
2002-04-25,0.257850032138082,,
2002-04-26,0.232095597985582,,
2002-04-29,0.270765460540968,,
2002-04-30,0.266027256038134,,
2002-05-01,0.270841883194239,,
2002-05-02,0.259913443776413,,
2002-05-03,0.250284189464202,,
2002-05-06,0.240731357805263,,
2002-05-07,0.246768747413713,,
2002-05-08,0.275121551777444,,
2002-05-09,0.263352463173631,,
2002-05-10,0.243635418629581,,
2002-05-13,0.258384990710983,,
2002-05-14,0.284063002210211,,
2002-05-15,0.289641855899031,,
2002-05-16,0.290176814471932,,
2002-05-17,0.299347532864513,,
2002-05-20,0.302557284301917,,
2002-05-21,0.27947764301392,,
2002-05-22,0.290788195698104,,
2002-05-23,0.273058140139113,,
2002-05-24,0.267708554410107,,
2002-05-28,0.257085805605367,,
2002-05-29,0.266791482570849,,
2002-05-30,0.262893927254002,,
2002-05-31,0.25571019784648,,
2002-06-03,0.240731357805263,,
2002-06-04,0.252806137022162,,
2002-06-05,0.24913784966513,,
2002-06-06,0.249214272318401,,
2002-06-07,0.246845170066984,,
2002-06-10,0.244781758428654,,
2002-06-11,0.233853319010827,,
2002-06-12,0.213601315893877,,
2002-06-13,0.211385058949003,,
2002-06-14,0.215359036919121,,
2002-06-17,0.217269603250909,,
2002-06-18,0.216123263451836,,
2002-06-19,0.182268028052557,,
2002-06-20,0.180586729680583,,
2002-06-21,0.173173732313247,,
2002-06-24,0.17638348375065,,
2002-06-25,0.161786756975791,,
2002-06-26,0.153380265115925,,
2002-06-27,0.130529891787743,,
2002-06-28,0.131294118320458,,
2002-07-01,0.130988427707372,,
2002-07-02,0.122734781154049,,
2002-07-03,0.133357529958789,,
2002-07-05,0.145126618562602,,
2002-07-08,0.149482709799078,,
2002-07-09,0.142146135085013,,
2002-07-10,0.138248579768166,,
2002-07-11,0.152310347970124,,
2002-07-12,0.152157502663581,,
2002-07-15,0.16728918801134,,
2002-07-16,0.162780251468321,,
2002-07-17,0.148947751226177,,
2002-07-18,0.145126618562602,,
2002-07-19,0.138554270381252,,
2002-07-22,0.132134767506445,,
2002-07-23,0.122276245234419,,
2002-07-24,0.130071355868114,,
2002-07-25,0.115092515826897,,
2002-07-26,0.112417722962394,,
2002-07-29,0.115551051746526,,
2002-07-30,0.123957543606393,,
2002-07-31,0.084599877171564,,
2002-08-01,0.0764990759247837,,
2002-08-02,0.0714551808088639,,
2002-08-05,0.0657234818135005,,
2002-08-06,0.0691625012107185,,
2002-08-07,0.067618763614634,,
2002-08-08,0.0720207084430731,,
2002-08-09,0.0703088410097912,,
2002-08-12,0.0703088410097912,,
2002-08-13,0.0688568105976325,,
2002-08-14,0.0735185924471947,,
2002-08-15,0.078638910216386,,
2002-08-16,0.0816958163472465,,
2002-08-19,0.0966746563884629,,
2002-08-20,0.0923949878052582,,
2002-08-21,0.097286037614635,,
2002-08-22,0.09399986352396,,
2002-08-23,0.0878096286089675,,
2002-08-26,0.0884974324884111,,
2002-08-27,0.0834535373724913,,
2002-08-28,0.0782567969500285,,
2002-08-29,0.0792502914425581,,
2002-08-30,0.0772633024574988,,
2002-09-03,0.0724486753013936,,
2002-09-04,0.0719901393817645,,
2002-09-05,0.06923892386399,,
2002-09-06,0.0707673769294203,,
2002-09-09,0.0706909542761488,,
2002-09-10,0.0807787445079884,,
2002-09-11,0.084752722478107,,
2002-09-12,0.0820779296136041,,
2002-09-13,0.0807787445079884,,
2002-09-16,0.0756584267387971,,
2002-09-17,0.0745120869397244,,
2002-09-18,0.0724486753013936,,
2002-09-19,0.0700031503967052,,
2002-09-20,0.0703852636630627,,
2002-09-23,0.0673283575322022,,
2002-09-24,0.0678633161051028,,
2002-09-25,0.0716080261154069,,
2002-09-26,0.0677868934518313,,
2002-09-27,0.0654177912004144,,
2002-09-30,0.0654177912004144,,
2002-10-01,0.068933233250904,,
2002-10-02,0.0688568105976325,,
2002-10-03,0.0654942138536859,,
2002-10-04,0.0622080397630109,,
2002-10-07,0.0591511336321504,,
2002-10-08,0.0573934126069056,,
2002-10-09,0.0563234954611045,,
2002-10-10,0.0592351985507491,,
2002-10-11,0.0673283575322022,,
2002-10-14,0.0653413685471429,,
2002-10-15,0.0721429846883075,,
2002-10-16,0.066105595079858,,
2002-10-17,0.0711494901957778,,
2002-10-18,0.0718372940752215,,
2002-10-21,0.0783332196033,,
2002-10-22,0.0809315898145314,,
2002-10-23,0.0842177639052064,,
2002-10-24,0.0799380953220017,,
2002-10-25,0.0848291451313785,,
2002-10-28,0.0852876810510076,,
2002-10-29,0.081619393693975,,
2002-10-30,0.0858990622771797,,
2002-10-31,0.0909429573930995,,
2002-11-01,0.107755941112832,,
2002-11-04,0.119525029716645,,
2002-11-05,0.114786825213811,,
2002-11-06,0.123651852993307,,
2002-11-07,0.11119496051005,,
2002-11-08,0.0868925567697093,,
2002-11-11,0.0800909406285448,,
2002-11-12,0.0875039379958814,,
2002-11-13,0.0900258855538413,,
2002-11-14,0.0959104298557478,,
2002-11-15,0.102941313956727,,
2002-11-18,0.106762446620303,,
2002-11-19,0.108290899685733,,
2002-11-20,0.11371690806801,,
2002-11-21,0.123346162380221,,
2002-11-22,0.120136410942817,,
2002-11-25,0.124492502179293,,
2002-11-26,0.121129905435347,,
2002-11-27,0.130529891787743,,
2002-11-29,0.1309120050541,,
2002-12-02,0.129918510561571,,
2002-12-03,0.121359173395161,,
2002-12-04,0.106915291926846,,
2002-12-05,0.107832363766104,,
2002-12-06,0.107985209072647,,
2002-12-09,0.0993494492529658,,
2002-12-10,0.107679518459561,,
2002-12-11,0.107068137233389,,
2002-12-12,0.105233993554872,,
2002-12-13,0.101183592931482,,
2002-12-16,0.10714455988666,,
2002-12-17,0.106991714580117,,
2002-12-18,0.0988144906800652,,
2002-12-19,0.0966746563884629,,
2002-12-20,0.0979738414940786,,
2002-12-23,0.0986616453735222,,
2002-12-24,0.0966746563884629,,
2002-12-26,0.0949169353632181,,
2002-12-27,0.0913250706594571,,
2002-12-30,0.0881153192220535,,
2002-12-31,0.0879624739155105,,
2003-01-02,0.0940762861772315,,
2003-01-03,0.0940762861772315,,
2003-01-06,0.101718551504383,,
2003-01-07,0.101412860891297,,
2003-01-08,0.0913250706594571,,
2003-01-09,0.0929299463781588,,
2003-01-10,0.0945348220968606,,
2003-01-13,0.0937705955641454,,
2003-01-14,0.0944583994435891,,
2003-01-15,0.0915543386192716,,
2003-01-16,0.0853641037042791,,
2003-01-17,0.0821543522668756,,
2003-01-21,0.0800909406285448,,
2003-01-22,0.0801673632818163,,
2003-01-23,0.0823836202266901,,
